aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Label,
-0.02,-0.01,-1,5.92,-1.83,0.18,-42,36,-43,2,
-0.01,-0.02,-1,2.32,-0.73,2.01,-41,36,-40,2,
-0.02,-0.03,-0.99,-20.63,0.55,-0.67,-41,36,-40,2,
-0.02,-0.02,-1,3.3,-2.2,0.18,-43,36,-39,2,
-0.02,0,-1,5.37,-1.71,-0.24,-42,38,-41,2,
-0.01,-0.01,-1,2.14,-0.18,0.37,-41,36,-40,2,
-0.02,0,-1,-1.34,0.49,-0.24,-40,37,-42,2,
-0.03,0,-1,-1.16,0.73,3.72,-41,34,-40,2,
0,-0.01,-1,-2.01,1.34,0.92,-43,37,-40,2,
-0.02,-0.02,-1,-2.69,1.22,-2.08,-42,35,-37,2,
-0.02,-0.01,-1,1.1,0.92,1.16,-41,39,-41,2,
-0.02,-0.02,-1,1.22,0.31,2.32,-41,37,-44,2,
-0.03,0,-1,-5.19,0.49,0.24,-39,38,-38,2,
-0.02,-0.02,-1,-1.65,0.85,-4.21,-41,37,-43,2,
-0.02,-0.02,-0.99,-1.53,2.5,4.82,-41,36,-41,2,
-0.04,-0.02,-1,0.55,0.79,2.2,-41,36,-45,2,
-0.03,-0.02,-1,-0.79,0.85,1.16,-42,39,-45,2,
-0.04,-0.01,-0.99,-1.4,-2.08,1.04,-43,36,-41,2,
-0.04,-0.02,-1,0,1.1,-0.79,-42,37,-46,2,
-0.04,-0.01,-0.98,-2.81,8.18,-2.2,-45,37,-43,2,
-0.06,-0.03,-1,-5.13,12.82,-0.85,-43,35,-38,2,
-0.05,-0.02,-0.97,-1.1,-8.36,1.34,-43,37,-38,2,
-0.05,-0.03,-1.04,8.06,-19.1,0.24,-42,36,-43,2,
-0.03,-0.01,-1,-0.73,-2.99,-0.49,-43,36,-43,2,
-0.02,0,-1,-1.95,-0.24,-0.79,-45,36,-44,2,
-0.02,-0.01,-1,-0.37,-0.49,-2.26,-42,36,-45,2,
-0.03,-0.01,-1,-5.25,0.24,-0.31,-41,37,-40,2,
-0.02,-0.02,-1,-3.78,0.31,-0.61,-39,37,-43,2,
-0.02,-0.01,-1,-1.4,0.18,-0.31,-41,35,-39,2,
-0.03,-0.01,-1,4.09,-0.12,-0.12,-43,36,-41,2,
-0.02,-0.03,-1,2.01,-0.06,-0.18,-41,38,-39,2,
-0.02,-0.01,-0.99,-1.53,-3.36,-1.04,-40,38,-41,2,
-0.01,-0.02,-0.98,-0.31,-2.38,1.71,-43,35,-44,2,
-0.02,-0.01,-0.97,-2.56,11.84,0.31,-43,36,-41,2,
-0.03,-0.01,-1,-0.67,0,0,-41,37,-42,2,
-0.04,-0.01,-1,-0.06,0.37,3.97,-42,37,-41,2,
-0.03,-0.01,-1,4.94,-0.98,-0.43,-42,36,-41,2,
-0.02,0.01,-0.99,17.33,-1.53,1.59,-38,35,-41,2,
-0.02,0.02,-1,24.6,-2.2,0.49,-41,36,-44,2,
-0.02,0.04,-0.99,-21,1.59,0,-42,37,-40,2,
-0.02,0.01,-1,-12.88,0.92,3.3,-40,36,-46,2,
-0.03,0.04,-0.99,9.7,-1.28,5.07,-42,35,-43,2,
-0.02,-0.01,-1.01,-10.93,0.61,3.66,-41,34,-47,2,
-0.02,0,-1,-1.46,0.06,0.37,-41,36,-40,2,
-0.05,0,-1,-1.83,0.67,-1.89,-44,37,-45,2,
-0.03,-0.02,-1,-0.37,-0.12,0.49,-44,37,-42,2,
-0.02,-0.01,-1,-0.18,0.06,-0.06,-42,36,-41,2,
-0.06,-0.02,-1,-2.62,1.04,9.95,-44,37,-42,2,
-0.02,-0.03,-0.99,-8.97,-0.43,-1.34,-45,37,-40,2,
-0.03,-0.04,-1,-0.73,0.06,-0.55,-44,38,-44,2,
-0.04,-0.06,-0.99,2.69,-0.31,-4.76,-44,36,-45,2,
-0.03,-0.02,-1,1.34,-0.43,-0.24,-45,37,-41,2,
-0.03,0.01,-1,12.15,-4.64,0.67,-42,39,-40,2,
-0.01,0.02,-0.99,36.74,-3.78,-1.71,-43,35,-41,2,
-0.02,0.02,-1,-18.13,2.44,-0.55,-41,36,-44,2,
-0.02,-0.02,-1,-3.11,0.67,0.18,-43,37,-41,2,
-0.02,-0.02,-1,-0.31,-0.18,0.55,-45,37,-40,2,
-0.02,-0.01,-1,0.31,0.06,1.95,-43,36,-41,2,
-0.02,-0.01,-1,1.1,0.06,0.73,-43,34,-39,2,
-0.02,-0.02,-1,1.83,-0.67,4.03,-43,36,-40,2,
-0.02,-0.02,-1,-1.22,0.73,5.49,-45,36,-43,2,
-0.02,-0.01,-1,0.12,0.06,4.33,-44,37,-42,2,
-0.02,-0.01,-1,-2.08,-0.12,2.08,-43,36,-44,2,
-0.02,-0.01,-1,-0.24,0,-0.43,-45,35,-40,2,
-0.02,-0.02,-1,-0.98,-0.31,-0.61,-44,35,-42,2,
-0.02,-0.02,-1,0.06,0.18,-0.37,-42,39,-42,2,
-0.02,-0.02,-1,0.18,-0.31,-0.43,-45,34,-40,2,
-0.02,-0.02,-1,1.4,-0.73,-0.37,-45,35,-42,2,
-0.02,-0.01,-1,0.12,-0.06,0,-46,38,-40,2,
-0.01,-0.01,-1,-1.59,0.73,-0.24,-44,37,-40,2,
-0.02,-0.01,-1,1.34,-0.49,-1.1,-44,36,-41,2,
-0.01,0,-1,0.79,0.12,-0.18,-44,36,-44,2,
-0.01,-0.02,-1,0,0,0,-43,37,-41,2,
-0.01,-0.01,-1,1.1,-0.43,-0.37,-43,36,-43,2,
-0.01,-0.01,-1,-1.83,0.73,-0.06,-43,37,-40,2,
-0.02,-0.01,-1,0.24,-0.12,-0.12,-45,34,-43,2,
-0.01,-0.02,-1,-0.06,0,-0.18,-43,35,-45,2,
-0.02,-0.01,-1,0.85,-0.06,-0.18,-42,36,-43,2,
-0.01,-0.01,-1,-0.18,0.12,-0.12,-46,34,-38,2,
-0.01,-0.01,-1,-0.18,0.06,0,-44,37,-38,2,
-0.02,-0.02,-1,-0.55,0.18,-0.18,-43,35,-43,2,
-0.02,-0.02,-1,-1.65,0.49,-0.43,-42,36,-41,2,
-0.01,-0.02,-1,-0.18,0.18,-0.92,-43,36,-43,2,
-0.02,-0.02,-1,-0.73,0.37,-0.31,-42,37,-42,2,
-0.01,-0.01,-1,0,0.06,-1.16,-44,35,-40,2,
-0.02,-0.02,-1,-0.12,0.31,0,-45,36,-41,2,
-0.02,-0.02,-1,0.73,-0.49,-0.24,-43,37,-43,2,
-0.02,-0.02,-1,-1.46,0.73,0.43,-43,34,-40,2,
-0.02,-0.02,-1,0.12,0.12,-0.12,-45,35,-43,2,
-0.02,-0.02,-1,-0.18,0.18,-0.24,-43,36,-43,2,
-0.02,-0.02,-1,0.06,0.31,0.06,-45,34,-44,2,
-0.01,-0.02,-1,0.06,-0.06,-0.43,-43,36,-41,2,
-0.02,-0.02,-1,-0.06,0.12,-0.18,-45,35,-36,2,
-0.02,-0.02,-1,-0.18,-0.06,0.06,-44,35,-41,2,
-0.02,-0.02,-1,-0.06,0.18,-0.12,-43,37,-40,2,
-0.02,-0.02,-1,0.06,-0.06,-0.12,-45,35,-40,2,
-0.02,-0.02,-1,-0.06,0.18,-0.12,-44,35,-40,2,
-0.02,-0.01,-1,0.49,-0.18,-1.59,-43,35,-40,2,
-0.01,-0.02,-1,0.12,0.18,-1.71,-43,35,-41,2,
-0.02,-0.02,-1,0,0.18,-0.06,-45,33,-42,2,
-0.01,-0.02,-1,-0.24,-0.24,1.59,-43,36,-45,2,
-0.02,-0.02,-1,0.24,0.49,-0.06,-45,38,-43,2,
-0.01,-0.02,-1,1.4,-0.24,-0.43,-44,35,-38,2,
-0.02,-0.02,-1,-0.06,0.12,-0.06,-46,35,-41,2,
-0.02,-0.02,-1,0.12,-0.12,0.31,-42,36,-41,2,
-0.02,-0.01,-1,0.18,0,0.37,-43,37,-41,2,
-0.02,-0.02,-1,-1.71,0.61,0.18,-44,36,-44,2,
-0.01,-0.02,-0.99,4.7,0.12,2.14,-45,36,-42,2,
-0.02,-0.01,-1,-3.3,0.37,0.12,-45,37,-42,2,
-0.02,-0.02,-1,0.55,-0.31,-0.18,-42,38,-45,2,
-0.01,-0.01,-1,0.06,-0.12,0.18,-43,36,-41,2,
-0.02,-0.02,-1,-1.65,0.24,-1.4,-45,34,-42,2,
-0.02,-0.02,-1,1.4,-0.49,-0.12,-44,35,-41,2,
-0.02,-0.01,-1,0.18,0.55,0.12,-45,36,-38,2,
-0.02,-0.01,-1,2.69,-0.43,-0.06,-43,38,-40,2,
-0.01,0.02,-0.99,10.68,-1.16,0.24,-42,37,-41,2,
-0.01,0,-1,-10.68,1.04,-0.31,-44,36,-45,2,
-0.02,-0.01,-1,-0.67,-0.12,1.83,-44,36,-46,2,
-0.02,-0.01,-1,-2.56,1.04,-0.18,-43,37,-42,2,
-0.02,-0.02,-1,-1.28,0.49,0,-44,38,-45,2,
-0.02,-0.02,-1,0.24,-0.06,-2.08,-43,38,-45,2,
-0.02,-0.03,-1,-1.77,0.06,-0.67,-43,35,-41,2,
-0.02,-0.02,-1,-0.61,0.06,-0.37,-45,36,-46,2,
-0.02,-0.02,-1,0.24,-0.06,0.31,-43,38,-42,2,
-0.02,-0.02,-1,0,0.12,0.06,-42,37,-42,2,
-0.02,-0.02,-1,-0.18,0.18,0.31,-45,36,-43,2,
-0.02,-0.02,-1,-0.12,0.18,-0.12,-44,36,-44,2,
-0.02,-0.02,-1,0.18,0.18,0.06,-45,35,-41,2,
-0.02,-0.02,-1,-0.12,0.18,0.24,-47,37,-38,2,
-0.02,-0.02,-1,-0.12,0.55,0.06,-45,38,-41,2,
-0.01,-0.02,-1,0.37,0.98,0.67,-44,35,-40,2,
-0.02,-0.02,-1,0,0.79,0.06,-45,35,-42,2,
-0.02,-0.02,-1,0,1.71,-0.92,-43,39,-37,2,
-0.03,-0.02,-1,0,0.49,-0.12,-44,37,-40,2,
-0.03,-0.02,-1,0,0.92,-0.18,-45,37,-40,2,
-0.03,-0.01,-1,-0.18,3.36,-2.75,-46,38,-39,2,
-0.03,-0.02,-1,0.18,1.34,-0.92,-44,35,-36,2,
-0.04,-0.02,-1,0.12,-0.37,0.18,-43,38,-41,2,
-0.03,-0.02,-0.99,0,0.24,0.61,-42,37,-42,2,
-0.04,-0.02,-0.99,-0.18,-2.38,-0.12,-44,36,-43,2,
-0.05,-0.02,-1,-0.12,0.79,1.1,-43,39,-42,2,
-0.06,-0.02,-0.99,-0.37,-3.91,-0.24,-46,36,-43,2,
-0.03,-0.02,-0.99,0.37,-3.23,0.73,-44,35,-44,2,
-0.04,-0.02,-0.99,0,-2.81,-0.79,-45,38,-42,2,
-0.03,-0.02,-1,0.24,-1.59,-0.12,-45,38,-38,2,
-0.02,-0.02,-1,0,-0.55,0.24,-44,36,-41,2,
-0.03,-0.02,-1,-0.24,-0.79,0.37,-46,36,-41,2,
-0.02,-0.02,-1,-0.12,0.06,-0.06,-42,37,-45,2,
-0.02,-0.02,-1,-0.18,-0.73,0.31,-46,36,-45,2,
-0.02,-0.02,-1,0.18,-0.12,-0.06,-46,36,-43,2,
-0.02,-0.02,-1,0.06,-0.31,-0.43,-43,35,-38,2,
-0.02,-0.02,-1,-0.12,0.12,-0.06,-45,36,-39,2,
-0.02,-0.02,-1,0,0.12,-0.49,-45,35,-41,2,
-0.02,-0.02,-1,0,-0.06,-0.31,-43,35,-41,2,
-0.02,-0.02,-1,-0.18,0.37,0.12,-44,36,-43,2,
-0.02,-0.02,-1,0.12,0.18,-0.37,-45,39,-39,2,
-0.02,-0.02,-1,-0.06,0,-0.12,-45,37,-39,2,
-0.02,-0.02,-1,0,0.31,-0.12,-43,36,-39,2,
-0.02,-0.02,-1,0,-0.06,-0.24,-44,35,-45,2,
-0.02,-0.02,-1,-0.06,0.12,-0.12,-43,36,-41,2,
-0.02,-0.02,-1,-0.06,0,-0.12,-45,36,-41,2,
-0.02,-0.02,-1,0,0.06,-0.18,-45,37,-39,2,
-0.02,-0.02,-1,-0.12,0.18,-0.06,-45,35,-42,2,
-0.02,-0.02,-1,-0.18,0,0,-46,36,-42,2,
-0.03,-0.02,-1,-0.06,0.12,0.55,-44,36,-40,2,
-0.02,-0.02,-1,-0.06,0.06,0.37,-43,37,-42,2,
-0.02,-0.02,-1,0.06,0.18,0.12,-45,38,-40,2,
-0.03,-0.02,-1,0,0.06,-0.12,-44,36,-38,2,
-0.02,-0.02,-1,-0.06,0.12,-0.24,-45,36,-40,2,
-0.02,-0.02,-1,-0.12,0,-0.12,-44,36,-43,2,
-0.02,-0.02,-1.02,-0.12,0,0.18,-45,37,-40,2,
-0.02,-0.02,-1,-0.06,0,-0.06,-48,35,-40,2,
-0.03,-0.02,-1,-0.06,0.12,0.12,-44,37,-43,2,
-0.02,-0.02,-0.99,-0.12,0.24,-0.12,-45,36,-45,2,
-0.02,-0.02,-1,-0.06,0.12,-0.24,-47,34,-50,2,
-0.02,-0.02,-1,0,0.18,-0.06,-43,36,-42,2,
-0.02,-0.02,-1,0.06,-0.06,-0.55,-48,37,-41,2,
-0.02,-0.03,-0.99,-0.06,0.06,-0.31,-46,36,-41,2,
-0.03,-0.02,-1,-0.06,0.18,-0.18,-42,38,-41,2,
-0.02,-0.02,-1,0,-0.18,-0.12,-43,37,-41,2,
-0.02,-0.02,-1,0.06,0.12,-0.12,-46,35,-40,2,
-0.03,-0.02,-1,0.12,-0.06,-0.31,-47,35,-41,2,
-0.02,-0.02,-1,-0.06,0.06,-0.06,-43,37,-40,2,
-0.02,-0.02,-1,0,0.24,-0.24,-46,36,-43,2,
-0.02,-0.02,-0.97,-0.43,0.12,0.37,-44,36,-42,2,
-0.01,-0.02,-1,0.18,-0.06,-2.08,-44,36,-43,2,
-0.01,-0.01,-1,0.06,0.18,-0.24,-44,38,-41,2,
-0.03,-0.02,-0.97,0.12,0,0,-45,36,-43,2,
-0.02,-0.02,-1,0.06,-0.12,-0.61,-43,37,-40,2,
-0.02,-0.02,-1,-0.31,0,-1.59,-46,36,-41,2,
-0.02,-0.03,-1,-0.31,-0.06,-2.26,-47,36,-36,2,
-0.04,-0.02,-1,0.43,0.12,-1.53,-43,36,-46,2,
-0.02,-0.02,-1,0.06,0.06,-0.98,-47,34,-40,2,
-0.02,-0.02,-1,0.12,0.18,-0.79,-43,38,-43,2,
-0.02,-0.02,-1,-0.12,-0.06,-0.06,-45,37,-43,2,
-0.05,-0.01,-1,0.12,-0.12,0.43,-43,37,-39,2,
-0.02,-0.02,-1,-0.06,-0.12,2.2,-44,38,-45,2,
-0.02,-0.02,-1,0.12,-0.12,-0.24,-43,38,-37,2,
-0.02,-0.02,-1,0.43,0,-0.85,-43,38,-42,2,
-0.04,-0.02,-1,-0.24,0.06,-2.75,-46,37,-41,2,
-0.02,-0.02,-1,0,-0.18,-0.73,-42,36,-41,2,
-0.02,-0.02,-1,-0.24,0.06,0.12,-46,36,-41,2,
-0.02,-0.02,-1,-0.06,0.37,0.12,-45,35,-40,2,
0,-0.01,-1,-0.24,0.12,-0.18,-43,35,-43,2,
-0.02,-0.02,-1,0.12,0.31,-0.37,-44,37,-46,2,
-0.02,-0.02,-1,0,0,-0.18,-43,34,-40,2,
-0.02,-0.02,-1,0.24,0.06,-1.04,-42,35,-41,2,
-0.02,-0.02,-1,-0.12,-0.06,-0.73,-44,35,-40,2,
-0.02,-0.02,-1,-0.12,0.12,-0.06,-45,38,-40,2,
-0.02,-0.02,-1,0.18,0.18,-0.43,-43,35,-41,2,
-0.02,-0.02,-1,-0.12,0.06,-0.12,-44,36,-41,2,
-0.02,-0.02,-1,0.06,0,-0.67,-43,36,-44,2,
-0.02,-0.02,-1,-0.31,0.31,0.18,-43,35,-43,2,
-0.02,-0.02,-1,0.06,0.18,-0.12,-43,36,-41,2,
-0.02,-0.02,-1,-0.06,-0.37,0,-45,38,-40,2,
-0.02,-0.02,-1,0.24,0.12,-1.22,-45,35,-42,2,
-0.02,-0.02,-1,-0.18,-0.06,0.12,-45,36,-43,2,
-0.02,-0.02,-1,-0.06,0.12,-0.18,-43,37,-42,2,
-0.02,-0.02,-1,0.12,0.24,-0.18,-45,36,-41,2,
-0.01,-0.02,-1,-0.12,0.49,2.38,-45,36,-42,2,
-0.03,-0.03,-1,-0.12,0.12,-0.31,-46,38,-41,2,
-0.02,-0.02,-1,-0.12,-0.12,1.16,-45,35,-38,2,
-0.02,-0.02,-1,0.06,-0.43,-0.37,-44,35,-38,2,
-0.02,-0.02,-1,0.06,-0.06,-0.31,-45,36,-41,2,
-0.08,0.01,-1,-0.06,0.06,-1.77,-45,39,-47,2,
0,0,-1,0,-0.31,0,-46,36,-48,2,
-0.02,-0.02,-1,0.18,-0.18,-0.37,-43,37,-41,2,
-0.02,-0.02,-1,-0.06,0.37,-0.12,-43,36,-43,2,
-0.02,-0.02,-1,-0.24,0.49,0.18,-46,37,-42,2,
-0.02,-0.02,-1,-0.55,-0.24,0.98,-44,38,-41,2,
-0.02,-0.02,-1,-0.18,0.06,-0.24,-45,38,-41,2,
-0.02,-0.03,-1,-0.31,-0.12,-1.04,-44,37,-42,2,
-0.02,-0.02,-1,-0.06,0.12,-0.24,-43,37,-43,2,
-0.02,-0.02,-1,-0.06,0,-0.12,-42,35,-40,2,
-0.02,-0.01,-1,-0.31,0.06,-7.26,-44,37,-37,2,
-0.06,-0.03,-1,-0.49,-0.18,0.98,-44,35,-41,2,
-0.01,-0.02,-1,0.49,0.37,-3.23,-42,36,-43,2,
-0.02,-0.03,-1,-0.31,-0.49,0.61,-45,37,-46,2,
-0.02,-0.02,-1,0,-0.06,-0.61,-43,36,-42,2,
-0.02,-0.02,-1,4.82,-1.22,1.34,-44,35,-41,2,
-0.02,-0.02,-1,0.85,-0.49,0,-44,38,-36,2,
-0.01,-0.01,-1,0,0.37,0.18,-43,37,-43,2,
-0.02,-0.01,-1,0.49,-0.37,-0.12,-43,37,-40,2,
-0.02,0.02,-1,3.17,-0.73,4.64,-43,36,-43,2,
-0.01,0,-1,0,-0.06,0.18,-46,35,-40,2,
-0.01,0,-1,-0.43,-0.06,1.1,-45,34,-44,2,
-0.01,-0.02,-1,1.1,-0.49,2.38,-44,35,-40,2,
-0.01,0.01,-1,-2.01,0.49,-0.67,-43,37,-43,2,
-0.02,0,-1,0.43,-0.37,-2.14,-44,36,-45,2,
-0.01,-0.01,-1,-0.18,-0.06,0.18,-46,37,-42,2,
-0.01,-0.01,-1,1.46,-0.49,0.79,-45,36,-42,2,
-0.01,-0.01,-1,-0.18,0.12,-0.06,-42,35,-41,2,
-0.01,-0.01,-1,-0.31,0.24,-0.55,-43,36,-43,2,
-0.01,0,-1,0,0,-0.61,-45,37,-43,2,
-0.01,-0.01,-1,-0.31,0.18,-0.37,-44,36,-45,2,
-0.02,-0.01,-1,-0.18,-0.06,-0.43,-45,38,-41,2,
-0.01,0,-1,0,-0.12,0.55,-45,37,-42,2,
-0.01,-0.01,-1,-0.18,0,-0.92,-42,38,-42,2,
-0.01,-0.01,-1,-0.55,0.43,-0.98,-45,35,-46,2,
-0.01,0,-1,0.12,-0.06,-1.1,-44,35,-39,2,
-0.01,-0.01,-1,-1.34,0.31,2.38,-45,38,-43,2,
-0.01,-0.01,-1,-0.31,0.12,-0.37,-45,35,-43,2,
-0.01,-0.01,-1,-1.04,0.55,-0.85,-46,36,-45,2,
-0.01,-0.01,-1,0.12,-0.06,-0.43,-45,36,-43,2,
-0.01,-0.01,-1,-0.12,0.06,0.37,-46,35,-42,2,
-0.01,-0.01,-1,0.31,-0.18,0.31,-42,36,-37,2,
-0.01,-0.01,-1,-0.31,0.31,-1.46,-45,35,-41,2,
-0.01,-0.01,-1,0,0,0.61,-45,35,-41,2,
-0.01,-0.01,-1,-0.43,0.12,1.89,-45,36,-45,2,
-0.01,-0.01,-1,-0.06,0.06,-0.12,-46,36,-43,2,
-0.01,-0.01,-1,0.06,0.12,-2.5,-45,34,-41,2,
-0.02,-0.01,-1,-4.21,0.98,-0.55,-45,35,-39,2,
-0.01,-0.01,-1,0,-0.12,0.18,-46,38,-42,2,
-0.02,-0.01,-1,-0.43,0.24,-0.37,-43,37,-43,2,
-0.01,-0.01,-1,0.61,0,-0.73,-45,35,-37,2,
-0.01,-0.01,-1,-0.12,-0.18,0.12,-45,34,-40,2,
-0.01,-0.01,-1,-0.24,0.06,-0.12,-45,36,-46,2,
-0.01,-0.01,-1,-1.89,0.85,-0.55,-45,35,-43,2,
-0.01,-0.01,-1,0.73,-0.24,-0.31,-46,38,-40,2,
-0.01,-0.01,-1,0,-0.06,-0.06,-43,35,-43,2,
-0.02,-0.01,-1,-0.06,-0.18,0.12,-46,38,-40,2,
-0.01,-0.01,-1,-0.85,0.43,-0.31,-45,35,-41,2,
-0.01,-0.01,-1,0.85,-0.43,0.12,-44,37,-41,2,
-0.01,-0.01,-1,0.24,-0.12,-0.37,-45,36,-37,2,
-0.01,-0.01,-1,0.12,-0.06,-0.31,-45,37,-36,2,
-0.02,-0.02,-1,0.24,-0.18,-1.28,-45,35,-43,2,
-0.01,-0.02,-1,-0.06,0.06,-0.18,-45,38,-42,2,
-0.01,-0.01,-1,-0.06,0.31,0,-43,36,-44,2,
-0.01,-0.01,-1,0.24,-0.06,-0.18,-43,35,-38,2,
-0.01,0,-1,-0.61,-0.06,5.13,-44,34,-44,2,
-0.01,-0.01,-1,2.14,-0.55,1.95,-41,34,-40,2,
-0.01,-0.01,-1,0.24,-0.18,-0.18,-42,38,-44,2,
-0.01,-0.01,-1,-1.16,-0.12,-0.18,-44,36,-44,2,
-0.01,-0.02,-1,-0.06,-0.06,-0.12,-44,36,-42,2,
-0.01,-0.01,-1,-0.37,0.18,-0.31,-45,38,-44,2,
-0.01,-0.01,-1,3.54,-0.06,-0.06,-43,37,-42,2,
-0.01,-0.01,-1,0.79,0,0.31,-44,34,-44,2,
-0.01,-0.01,-1,-0.98,0.06,-0.24,-43,39,-41,2,
-0.01,-0.01,-1,0,0.12,-0.61,-45,35,-43,2,
-0.01,-0.01,-1,-1.28,0.18,-1.22,-45,38,-38,2,
-0.01,-0.02,-1,0.18,-0.06,-0.55,-45,37,-42,2,
-0.01,-0.02,-1,-0.06,0,-0.06,-45,37,-44,2,
-0.01,-0.01,-1,0.12,-0.06,-0.18,-43,35,-41,2,
-0.01,-0.01,-1,-0.49,0.18,-2.01,-45,35,-40,2,
-0.01,-0.02,-1,-0.24,0.06,-1.59,-44,35,-43,2,
-0.01,-0.02,-1,0.73,-0.18,0.85,-44,36,-40,2,
-0.01,-0.02,-1,-1.28,0.12,-0.79,-46,35,-42,2,
-0.01,-0.02,-1,-1.28,0.06,0.37,-43,36,-42,2,
-0.01,-0.02,-1,-0.06,0,-0.12,-43,35,-43,2,
-0.01,-0.02,-1,-0.12,-0.12,0.06,-47,35,-44,2,
-0.01,-0.02,-1,-0.06,0.06,-0.12,-43,36,-40,2,
-0.01,-0.02,-1,0,0.06,-0.24,-43,35,-41,2,
-0.01,-0.02,-1,-0.49,0.12,0,-43,36,-44,2,
-0.01,-0.02,-1,0.37,0.12,0.55,-45,36,-40,2,
-0.01,-0.02,-1,0.73,0.12,0.12,-47,38,-39,2,
-0.01,-0.02,-1,0.73,0.06,-0.55,-44,35,-43,2,
-0.01,-0.02,-1,-0.06,0,-0.12,-44,37,-42,2,
-0.01,-0.02,-1,-0.79,0,1.1,-43,35,-45,2,
-0.01,-0.02,-1,-0.31,0.18,-1.16,-45,37,-44,2,
-0.01,-0.02,-1,0.06,0.18,2.01,-47,39,-41,2,
-0.01,-0.01,-1,-0.24,0.73,3.91,-44,36,-40,2,
-0.01,-0.02,-1,0,0.12,-0.37,-46,36,-42,2,
-0.01,-0.02,-1,0.12,0.06,-0.49,-45,38,-40,2,
-0.01,-0.02,-1,-0.12,0.12,-0.24,-43,38,-41,2,
-0.01,-0.02,-1,-0.12,0,-0.37,-45,37,-43,2,
-0.01,-0.02,-1,0.06,-0.06,-0.18,-46,35,-40,2,
-0.01,-0.02,-1,-0.06,-0.06,-0.85,-43,35,-44,2,
-0.01,-0.02,-1,-0.06,-0.06,-0.31,-45,35,-40,2,
-0.01,-0.02,-1,0.12,0.06,-1.1,-44,37,-44,2,
-0.01,-0.02,-1,-0.06,0.06,-2.44,-45,36,-40,2,
-0.01,-0.02,-1,-0.12,0.43,-0.61,-44,35,-44,2,
-0.01,-0.02,-1,-0.06,0,-0.18,-45,36,-36,2,
-0.01,-0.02,-1,-0.18,-0.12,-0.12,-45,38,-41,2,
-0.01,-0.02,-1,-0.06,0.06,-0.06,-44,36,-44,2,
-0.01,-0.02,-1,-0.06,0.06,-0.31,-46,38,-45,2,
-0.01,-0.02,-1,-0.06,0.12,-0.37,-42,37,-45,2,
-0.01,-0.02,-1,-0.12,0.18,-0.06,-45,35,-41,2,
-0.01,-0.02,-1,0,0,0.24,-44,36,-45,2,
-0.01,-0.02,-1,0,-0.12,1.16,-45,36,-40,2,
-0.01,-0.02,-1,-0.06,0,0,-45,36,-44,2,
-0.01,-0.02,-1,1.77,-0.31,-0.12,-44,35,-43,2,
-0.01,-0.02,-1,2.08,-0.06,2.32,-45,35,-41,2,
-0.01,-0.01,-1,9.77,0,1.89,-44,35,-40,2,
-0.01,-0.01,-1,-12.51,0.31,-0.85,-45,37,-40,2,
-0.01,0,-1,-1.59,0.06,-0.37,-45,37,-40,2,
-0.01,-0.02,-1,-2.87,0.55,-1.04,-45,36,-43,2,
-0.01,-0.01,-1,-0.49,0,-0.43,-46,36,-41,2,
-0.01,-0.01,-1,-0.18,0.06,-0.73,-43,33,-44,2,
-0.01,-0.02,-1,-0.31,0.12,-1.28,-42,34,-44,2,
-0.01,-0.02,-1,0.12,-0.12,-1.34,-45,35,-41,2,
-0.01,-0.02,-1,-0.06,0.18,-0.18,-43,36,-41,2,
-0.01,-0.02,-1,-0.12,0,-0.12,-44,36,-40,2,
-0.01,-0.02,-1,0.12,-0.06,0.06,-45,36,-42,2,
-0.02,-0.02,-1,-0.24,0.79,-0.06,-43,35,-40,2,
-0.02,-0.02,-1,-0.06,2.08,-0.37,-44,34,-42,2,
-0.02,-0.02,-1,0.18,1.34,-0.67,-46,38,-43,2,
-0.03,-0.02,-1,-0.12,0.79,0,-46,35,-39,2,
-0.02,-0.02,-1,0.18,-0.73,-0.18,-44,38,-43,2,
-0.02,-0.02,-1,-0.18,-2.14,0.61,-44,37,-45,2,
-0.02,-0.02,-1,1.22,-0.61,-0.18,-45,36,-43,2,
-0.02,-0.02,-1,-1.53,0.67,-0.49,-45,36,-42,2,
-0.02,-0.02,-1,0.18,-0.06,-1.71,-42,37,-42,2,
-0.02,-0.02,-1,-0.55,0.37,-0.18,-42,36,-42,2,
-0.02,-0.02,-1,-0.37,0.18,-0.55,-46,37,-41,2,
-0.01,-0.02,-1,-0.06,0,-1.34,-46,35,-41,2,
-0.02,-0.02,-1,-0.37,0.12,-0.24,-47,37,-40,2,
-0.02,-0.02,-1,1.77,-0.98,-0.24,-43,38,-40,2,
-0.01,-0.02,-1,0.31,-0.12,0.12,-45,35,-43,2,
-0.01,-0.03,-1,1.71,-0.55,2.32,-44,35,-39,2,
-0.01,-0.01,-1,0.61,0,3.66,-45,35,-41,2,
-0.01,-0.01,-1,-0.98,0.18,2.14,-45,36,-46,2,
-0.01,-0.01,-1,1.77,-0.43,2.08,-47,35,-40,2,
-0.01,-0.01,-1,-0.61,0.12,0.92,-45,35,-43,2,
-0.01,-0.02,-1,-1.34,0.31,1.53,-45,36,-40,2,
-0.01,0.01,-1,-0.49,0.61,3.17,-45,37,-40,2,
-0.02,-0.02,-1,-0.12,0,0,-49,36,-38,2,
-0.02,-0.04,-1,0.49,1.04,18.8,-46,35,-40,2,
